feature_5,feature_6,feature_7,feature_8,feature_9,MonthlyCharges,Tenure,Gender,Contract,InternetService,Churn
-0.7492730259523384,3.9539308254283387,-0.8857356006337547,2.773890815405137,-3.1216425589834698,65.37120222452089,36,Female,Month-to-month,DSL,1
-2.9997631288240942,-0.1059614680495653,1.2082747406521392,0.19812388388090585,-0.352790553562966,48.1260442755097,12,Female,One year,DSL,0
-0.7841042389196679,-0.6439825451778144,-0.24977261204038337,-2.0687993278577275,1.5042705719013636,90.16585637067372,12,Male,Month-to-month,DSL,0
-0.025420292678359324,-0.22489123458512594,2.1482392019576406,0.010232816753921181,-1.3325322943681432,24.115005406577062,24,Female,One year,Fiber optic,1
-2.1460604349464303,-0.053325230068597684,1.7750370211274655,1.3331247782429552,1.149918887068267,85.64394459508007,12,Male,Month-to-month,Fiber optic,0
-1.06966586668008,-1.4289284568988156,-0.7472218322204848,1.091869835558533,-1.284036148208175,48.50449012519819,0,Male,One year,Fiber optic,0
-2.2321746691849813,0.9080844461770535,-0.0971895438234364,1.22252943829181,1.137775408473437,29.700743881323483,0,Male,One year,Fiber optic,1
-0.36696265790661164,-2.238294187161456,0.3092783851266944,3.5286446317873517,-0.6681047235959248,24.283781491530668,0,Female,One year,Fiber optic,0
-1.0296916673409968,2.0673587934845328,-1.1218288004125843,-0.2931603418633406,1.445600420165189,75.68431690968455,24,Female,One year,Fiber optic,1
0.21352226349543568,0.8655122944986764,-1.1668227695340663,1.6959217990018112,-2.231214993317923,83.5166431949608,0,Female,One year,Fiber optic,1
0.23893287003647234,0.06338870202297009,-0.6543418710551034,1.8432463501695557,-1.6831502924286854,29.68737985527835,12,Male,One year,Fiber optic,1
-1.2818453852218878,-0.7685342028375101,0.701255639443369,-1.7544001883659104,-2.4389679462689267,33.33434322392409,48,Male,One year,Fiber optic,0
-1.2638754981601248,0.7523861500303085,0.5921029832024916,1.3681547306825967,-0.026680896268954632,26.026441588719777,0,Male,One year,Fiber optic,1
-1.8948510000069831,-0.02637557676005331,-0.8588442782989592,0.4736326725417168,0.4717546601296703,54.25752714693574,12,Female,One year,Fiber optic,0
0.5554969916519878,-1.9399013065358734,-0.8539202975207183,3.783494226561715,-1.5662560283650635,59.738358418418606,12,Male,One year,No,0
-0.9772144756461865,-0.5999515076015081,-0.8385806594815023,-2.0173769977819966,-1.342775593973214,22.434148746851946,48,Female,One year,Fiber optic,0
-2.291514225058437,-2.4225773538303628,-0.22056253440898943,-1.693024689631979,0.14149228946514814,46.49753052587443,12,Female,One year,DSL,0
-3.4050975586159873,0.024560234269759063,-0.4278342157178725,-1.194631875984113,0.29670484737937497,47.80100463042081,0,Male,Month-to-month,DSL,0
-0.9917384065478577,-2.3580336391760355,-0.07728523746629531,1.1631943797130988,0.11726982039845908,40.85994032124943,12,Male,One year,Fiber optic,0
-1.5333228246765387,0.6802189595556615,-1.3449866686084093,-0.06641770635622168,1.2812389136424809,27.819029472699825,12,Male,Two year,Fiber optic,1
-1.70382243116069,0.01929152480720231,0.09345849176635274,-0.07931105803591798,0.6477729495107025,29.40788325754817,0,Male,One year,Fiber optic,0
-1.0613650533230026,-1.9939420060425332,-0.5284509979003906,-0.8970402177743277,1.2390450237900439,50.89616433303263,12,Female,One year,Fiber optic,0
-1.6333418405326943,2.1862296507328747,1.9248383620798655,0.3534585920919532,2.7369158280914996,73.1612198907173,0,Male,One year,Fiber optic,1
-0.1406336838191372,-0.7855693731993946,0.6875507195924941,3.09083226885352,-0.5921232109211054,42.623794349153556,12,Female,One year,Fiber optic,0
-4.2231379652391645,3.766340236383195,1.1529341769747732,-0.420648691495475,5.0333916308273485,85.0871141695518,0,Female,Two year,Fiber optic,1
2.586975640720458,-0.20637746766546905,-0.0783866997293929,-1.3581595690458363,-3.1246240744162534,43.0606838561594,24,Male,One year,Fiber optic,1
-3.2357398898637615,-1.4370533162652073,-0.6594954368384278,-0.22017945987401588,1.4241542642594014,58.58170698812421,24,Male,One year,Fiber optic,0
-0.9726492221585619,-1.0328032027501288,-0.35067339365859646,-0.5726577395753194,1.476836432081324,42.11966508877958,0,Female,Month-to-month,Fiber optic,0
-3.9347233052881343,1.7602721742626626,1.2083232859472328,2.5983482300114353,2.500773565107577,52.88280230848652,12,Male,Two year,Fiber optic,1
-1.122660241581371,-1.5061502700073512,-0.2670037617670317,-0.14825729361023754,-0.4599968929303294,29.09451130618246,24,Male,One year,Fiber optic,0
-2.5012124083868637,1.1266367644669804,2.208046047543548,-1.555899198364139,2.2387653856532133,71.92133969268153,0,Male,Month-to-month,DSL,0
-1.3591249605692892,-2.6452729513914597,1.1932422751414316,2.2219496563566103,0.21100769608317857,38.65679727022927,0,Female,Two year,Fiber optic,0
-0.8829143311544934,2.054753257454803,0.6421210038765839,1.6263594163343953,-0.8645047649092067,43.51067500531536,12,Female,One year,Fiber optic,1
-0.541428966542953,-1.960670332240218,-0.04244852901175601,-0.8201390603817913,0.017814856872069174,49.91835681757577,12,Male,One year,Fiber optic,0
-0.6311866134768347,0.2955661502871436,-2.161055997349271,0.061708693981550544,-0.49701768224602066,28.15762720877228,12,Female,One year,Fiber optic,1
1.0604691839224487,-4.281725802058601,0.5425042296645154,-3.3852444058347446,0.5525549963711351,73.63121322233329,24,Male,One year,Fiber optic,0
-1.3209662912566047,-0.9948961791813908,2.679628693900003,1.2846653563890298,-1.5300722097873938,53.75248327325561,0,Female,One year,Fiber optic,0
1.2073529576520166,-1.0311316223224274,0.48574714745545966,1.9061619865754822,-2.580351665405294,63.06375893534959,0,Male,One year,Fiber optic,0
-1.537121819552342,-3.218788802341473,1.804410826698425,-0.8854026807789068,1.7394701442718832,28.355623137091236,0,Female,One year,Fiber optic,0
-0.16129776377996774,-1.8050334653461837,-0.32016950822072576,-1.9867954135556318,1.6596064324287143,71.38317053311546,0,Female,One year,Fiber optic,0
0.014816205125594228,-0.5799995944931942,0.20650562514583037,1.566594646253951,0.8332553230599791,25.389338029879937,12,Male,One year,Fiber optic,1
-1.8386156683240424,-1.858690678463189,0.8277752143719177,-1.7459212764219418,-0.10297770211804419,26.417014740970973,24,Male,One year,Fiber optic,0
0.7483500919922748,1.0080729565977053,-0.5883400573076859,-1.697458304020028,-1.0464269472019592,30.10568190472551,0,Male,One year,Fiber optic,1
2.838799558261895,1.3127408439487642,1.7097080286755184,-2.555064785417036,-2.6344632521925875,52.113663850132234,12,Male,One year,Fiber optic,1
-1.6789128191027913,3.320164966889454,0.721921252408372,1.821645393580277,0.6266073662966092,84.907980558535,0,Female,Month-to-month,DSL,0
-3.9117782667551735,1.195238484559768,0.07086499705513648,-0.19030008324720704,6.7183590364084,70.77263856051216,24,Male,One year,Fiber optic,1
-0.6448391577041213,-1.6304539763557933,0.4300891561717522,0.5644407495837336,-0.1229611057954565,34.59663777285979,0,Female,Month-to-month,Fiber optic,0
-2.602606547769241,-0.8503504495695944,-2.3775698299271024,1.6039648293282411,1.1534715648223834,66.00765142691824,24,Male,One year,Fiber optic,1
-0.7055208611772446,1.5350394130990241,0.2676962543586619,-0.7528963426988483,-1.7578412941109431,62.756618448665265,36,Male,One year,DSL,0
0.25636196633363406,1.1970784984413387,1.6737437539834246,1.154566085988079,-0.1984359513163132,37.49459592980913,0,Male,One year,Fiber optic,1
1.2587240778486355,-1.7813688452502765,1.423264921065661,4.472749702292648,-2.7160035351902545,68.57042687853796,12,Female,One year,Fiber optic,0
-0.49144572849585044,0.26982554094766964,1.3429563316312263,-0.7438785990513928,-0.1099632686167456,33.1118692920843,12,Female,One year,Fiber optic,1
-1.245621716646518,-0.3930384225341681,-0.09803107127978729,1.2280192007263806,-0.601000653527357,39.134869686794005,12,Female,One year,Fiber optic,1
-1.7030211069511223,0.24755802312787134,0.6012367881516733,-1.8278539183531883,-1.3637158904065174,45.72259215060555,12,Male,One year,DSL,0
0.22628623132846937,1.9848948105735125,-0.7372616763919608,-1.6191834815777233,0.9475784371133555,34.43763041737513,0,Male,Two year,Fiber optic,1
-4.112429288669626,3.447035679305747,0.06593110857890049,-1.086435051484894,7.311692986599022,92.07283447573532,0,Female,Two year,Fiber optic,1
-0.37953289692964276,0.32156771533843265,-0.34299422560223203,-2.0711865202429776,1.3156787113829862,71.0077026260171,24,Female,Two year,Fiber optic,1
1.0964092806763541,-2.1447924869183366,0.01920342096554723,-0.5433521427985972,-3.601830506850752,80.58987896124202,0,Female,Month-to-month,DSL,0
1.5602112104604888,1.0663585108458196,2.6478842135570875,0.9921122760904021,-2.196057206657367,41.76885883604202,24,Male,One year,Fiber optic,1
0.8127008403948603,-1.974349693743339,-2.8151236899058496,-0.8664016324222756,1.196877208073337,85.02164724748398,0,Female,Month-to-month,Fiber optic,0
-0.6854670392837532,1.77872904431884,-0.08214304557286504,0.9204777756997455,1.3831772966575917,67.2428303504793,0,Male,One year,Fiber optic,1
0.5071173738253996,2.149514285513386,0.5995786278137535,-0.29030484860598715,-0.754736803364111,74.54379419789458,0,Female,One year,Fiber optic,1
-0.4903872876830786,0.15732940952922192,0.669868037904822,0.4962589788035323,-0.49786535295368606,28.530426966446754,24,Female,One year,Fiber optic,1
-0.7322185878808398,-2.007862608100612,0.7004970631581632,-0.8508291095335296,1.2808253460323857,35.926662102877984,0,Female,One year,Fiber optic,0
-1.1535285640735062,1.0670355514810104,1.7967534654264914,-0.9516094301812561,0.37332189629172896,36.913735172762664,0,Male,Month-to-month,DSL,0
0.7824772490924166,1.3222201305047263,1.558628017070086,-0.7524159477510027,-1.69892787716543,56.897774450149264,0,Female,One year,Fiber optic,1
-0.5520216074463524,-3.7519753014848964,1.2150656055916387,-4.295583343783171,2.4760270733580625,60.4390151034883,24,Male,Two year,Fiber optic,0
-0.5093556536493147,2.4852742282860865,0.7200135318362517,-0.3350819611962461,2.855250334544396,81.35369990977614,0,Female,One year,Fiber optic,1
-0.7922187453212115,0.7919413839228088,1.9684512893602903,1.8032430131792232,-0.17551059816161407,42.10984233587425,0,Female,Two year,Fiber optic,1
-1.8369064579466312,0.8535567908188226,0.48114589076518677,1.082825809935879,1.2447924679162603,53.56845486678485,0,Male,One year,Fiber optic,1
0.5309527713032465,-0.23019494750237002,1.635007165731419,0.8478190059712573,-2.3182477583782735,48.5129294690995,12,Male,One year,Fiber optic,0
-1.1676646919480904,-1.2208736651099623,0.8958508801028059,0.33475961351721395,0.2988939776933089,35.03469090045174,0,Male,Month-to-month,Fiber optic,0
-0.9968950168202915,-1.0060057717341335,2.4719337724318575,1.336152992129743,-1.474390960627755,43.19763644142051,24,Female,One year,Fiber optic,1
-2.554499480128733,-4.908607884250488,-0.20108793560036814,-0.9629312677073194,4.034909244682338,45.21793963206497,0,Female,One year,Fiber optic,0
-1.8593402003306607,-1.4975815517416815,0.19192200503611323,-1.0527509854838975,2.4986853300537657,97.588065641512,12,Male,One year,Fiber optic,0
-0.5774386859014893,-0.6530458091047413,-0.9220243251771819,0.9381714338048799,0.47842103277063636,21.819554546303742,0,Female,One year,Fiber optic,1
-0.7149183769968708,-0.01115759176908071,-1.474778541238395,2.8216422973296114,-1.9922099256661454,52.1715818286328,12,Female,Month-to-month,DSL,0
-0.5524598543571855,-0.9907195842226152,-0.5196744782036353,1.1747151060695713,0.048045556786075555,45.135916590397365,0,Female,Two year,Fiber optic,0
-2.732968394421409,0.41323435631039884,-0.9750213849385142,0.09524555622645448,3.4346659977370777,51.22802669092193,0,Male,One year,Fiber optic,1
-2.157333176350887,0.7914662827149983,1.2904253246168624,-1.1778441757353773,-0.8186350332057265,46.81528801544954,0,Female,Month-to-month,DSL,0
0.8029078693797872,2.2997378442245875,-1.5132794691577722,-0.3533333153168714,-0.9051658891350526,77.35376172083562,0,Female,One year,Fiber optic,1
-0.45367614612060614,-1.929375344739538,-0.6880821265803181,-3.6305536715654387,-0.35610868897243664,30.38143828306492,24,Female,One year,Fiber optic,0
-2.6301367020618867,-1.4724097179061668,0.27820459602097986,-0.5229226905821983,1.6720116233566102,71.34617959297456,24,Male,One year,Fiber optic,0
0.2101881751809025,-1.0970345777367574,-0.9023171545945426,2.0686741889062077,-0.621946378591512,59.39651854876688,0,Female,Two year,Fiber optic,0
-2.7532530729459643,1.6955092595848082,-0.04462762306644215,-0.6740328638759541,5.189285891104475,66.76800908796962,0,Female,Two year,Fiber optic,1
0.6297809554029761,0.2936988103320163,-0.5439100535132576,-0.6014742532593628,-1.4982802017927312,27.441499427613756,12,Male,One year,Fiber optic,1
-0.04682385864089367,0.5085456579663549,1.3653287482758214,2.643291647712253,-2.4368995804592295,21.045642178986753,12,Female,One year,Fiber optic,1
-0.4621974220137721,0.24579435126135318,1.1012195807277088,-0.048138451555857054,0.34303137321411553,46.53139518290888,0,Female,Month-to-month,DSL,0
-1.9403061674940618,0.08820058943183029,0.8145354596953241,1.674158911793851,-0.5917760751961944,50.48796933440154,0,Female,Month-to-month,DSL,0
-1.9804452736147296,-0.45057819749183425,0.5541429265127487,-0.26793817395714803,-1.407744191178015,43.51758256503973,12,Female,One year,DSL,0
-1.9800214094182866,2.2672278846991882,-0.48401962319627845,1.2845113190252164,1.113160702894265,53.39361352306387,12,Male,One year,Fiber optic,1
-0.3318725782408408,-0.7671168442427856,0.0746280098168474,-0.6719506225944524,1.0129643278415292,51.649600318387186,0,Female,One year,Fiber optic,0
-1.631706315214387,-3.738908344093593,-0.7412553675094832,-1.478641880700086,0.3477263880784099,57.39177056611617,0,Male,One year,Fiber optic,0
-4.4952354591389945,1.146351694511223,0.41362637771433536,-0.10616771711052753,4.817437727236059,38.78732919133863,0,Male,Two year,Fiber optic,1
-1.208197465322023,-1.263866993472817,1.5591822904823514,0.10010015654666715,-0.9132970601747692,70.33174779927579,12,Female,Two year,Fiber optic,0
-0.8192128076631522,-2.8697763527154048,-0.4135312588093303,-0.33915839925121505,-1.1081904091140442,21.052602093958814,36,Female,Two year,Fiber optic,0
-0.6135907424473939,-0.17756526011018603,-0.7194723843379374,0.7844792431093347,-1.4585885675989938,33.33862574340477,12,Female,One year,Fiber optic,0
-0.10760337923527707,0.4489171005545405,-0.3145003933502,-0.27428099021482,0.8443579114224348,26.356218519050014,0,Male,Two year,Fiber optic,1
6.129950830001039,3.685641641475567,-0.5822670625087771,-5.32304130248442,-4.252658958986818,112.6045052149313,0,Female,One year,Fiber optic,1
-2.699755727764196,-0.42689406346807224,-0.9329484701730206,-2.0027491863066498,1.0019882123129575,28.828245207807175,0,Female,One year,DSL,0
0.007853895618755269,-0.6917648068046204,0.20785323813764608,0.0683037300463164,-0.9011728858542888,29.228785838690968,12,Female,Two year,Fiber optic,0
-0.3351818239759181,1.4045989934024048,-1.1245216796138953,0.5026485152738911,-1.2182243093379208,61.31780897422172,0,Male,One year,Fiber optic,1
-3.3617644323706855,0.4141741429995075,0.722495769442937,-0.054656436163765365,4.293692836583938,43.34411961411238,0,Female,Two year,Fiber optic,1
-0.3754907117201526,0.038562737388462276,-1.6110027678851675,1.6815903988542436,0.6194595036111784,34.85147728127715,12,Female,One year,Fiber optic,0
-0.8275337995490585,-3.1096782414275856,-1.1193908797459098,-2.3514503729599037,1.7389820164760068,54.23534682115658,12,Female,One year,Fiber optic,0
-1.139721434006292,1.2864642108824194,0.1211821519006783,1.0277083998624468,-0.1002435670381473,43.40261084854351,0,Female,One year,Fiber optic,1
0.24139620934738237,1.45130813690484,-0.622730581003748,-0.55314409787236,-0.4927755634931153,36.73194817670961,0,Female,One year,Fiber optic,1
-0.7692568116944402,-0.863221912528437,0.24618394429596727,-0.2617324711170955,1.2867240360351138,62.02414252150204,0,Female,Month-to-month,Fiber optic,0
0.5933123553234944,1.547304196033776,0.5985950914443922,-0.32440966740863597,-0.11189101081927429,51.344178832836924,12,Male,Two year,Fiber optic,1
0.4264130947061089,0.1943008447804757,-0.780043158149952,1.6663292969083106,-1.8193444248087978,20.270340197483154,12,Female,One year,Fiber optic,1
-1.3366678824851124,0.49841665386777323,0.11316001139278317,0.44451990419857956,1.062913977524149,28.125292341532706,0,Male,One year,Fiber optic,1
1.2362454818374538,-0.9652197257973505,-0.35990553718324825,-3.273172380818866,-0.45496740860936763,97.68256084703842,48,Female,One year,Fiber optic,1
-0.21849211823805625,-0.14773594830638248,-0.37305866766391554,1.7844103225424408,-0.5509767760026841,72.0889153579135,0,Female,Two year,Fiber optic,0
-0.2898105449775049,-1.811511630058758,-0.49620587574150743,2.4320371966357994,-3.3571967156361193,79.29285090032435,0,Male,One year,Fiber optic,0
1.8420816115506136,0.11335895676750685,0.3600164652382253,-2.552541124025764,-1.3321109375041214,41.27592568744252,36,Female,One year,Fiber optic,1
-1.551570815172097,-5.085528130482314,0.242462971722711,-1.4020755972515953,3.4616215407727537,24.98006701566861,24,Male,One year,Fiber optic,0
-3.665995941520001,2.936814391163752,-1.0237344452778183,-0.8441531290631028,6.12020223980529,73.17452487297119,0,Male,Two year,Fiber optic,1
0.11400461097699877,-1.356857566973906,-0.9960449401698923,-1.5227383149269311,0.4411471750823241,64.37601172426311,0,Male,Month-to-month,Fiber optic,0
-2.3054995270409258,1.7386254013132545,-0.04662476521466915,1.3520251902919165,2.4322534820794224,49.21231047076585,0,Male,One year,Fiber optic,1
-0.9123348711836585,-0.19056046647828717,-0.983103147144149,0.4301119264738176,-0.22486052512221924,38.84576275714915,12,Female,One year,Fiber optic,1
1.207751898186929,0.5012398656355391,-0.6673840543601282,-0.47908275989323,-2.2929192889025964,53.15463072000457,12,Male,One year,Fiber optic,1
4.112276728634717,0.3948689547753611,-0.8652090538522467,-3.1499546888299506,-4.280709039565612,33.04175384578398,24,Female,One year,Fiber optic,1
-2.269256182330203,2.816475080074672,-1.2125219470836786,-0.607591850535433,4.501517622237841,79.94566796271403,0,Male,Two year,Fiber optic,1
0.08473197904487684,-2.6569786897535597,1.1722749596080682,3.3439608547621096,-4.0883997210969785,81.09682928458834,0,Female,One year,Fiber optic,0
2.7255958302788246,3.000634926720506,-0.9081539486076704,-1.7593795925461717,-1.8824794066430668,78.85397402329752,0,Female,One year,Fiber optic,1
-1.3852108342309382,-0.6314319881085508,-0.7295729332203907,-0.2220084023511536,0.48596002075618855,41.07495512653415,12,Female,One year,Fiber optic,0
1.8479886691072904,-1.8730471211304405,-0.7175586392000529,1.3662565049926516,-3.5437697398166024,45.08128487530827,12,Female,One year,Fiber optic,1
3.9971710769182405,1.0628247658901508,0.6742483084247656,-4.643021865888136,-3.259286328627221,31.606403407071056,12,Male,Month-to-month,DSL,1
0.10602606231386114,-0.37499436729170255,0.5247925755013217,0.27357513422958,-1.2884488020727394,43.1911063989611,12,Female,One year,Fiber optic,0
-0.5526137913474087,0.9333147659732846,1.0570434191653657,-1.6312062758460404,-0.01593012392345697,57.674911018393374,24,Female,One year,Fiber optic,0
0.7975789966108908,-1.8805131681755705,-1.6539595596163144,-0.8301028155307313,0.1914225886234792,49.97900483654165,0,Male,One year,Fiber optic,0
1.8932587562117364,0.3434607033344719,1.799738291727098,-1.1784381349050495,-2.8882211500365336,72.87315841218714,12,Female,One year,Fiber optic,1
-1.770826285349365,3.912998551356641,-0.7203883588004716,0.25696707835334387,2.099038907232511,86.29210975403309,12,Female,One year,Fiber optic,1
-1.4185982652157325,-1.0876972566932863,0.8583732319721272,-0.4851068348890575,1.8325221394400322,31.348345903109617,12,Male,Two year,Fiber optic,0
-1.0035130841906528,-0.6273134474662654,0.9363373808293303,3.0704868244607573,-3.8663063216327394,36.1494982371091,24,Female,Month-to-month,Fiber optic,1
-0.1705740223127893,0.8562226645970038,0.017183850385528082,1.7776251298251178,-1.3871117085772213,47.93206525570704,12,Male,One year,Fiber optic,1
-0.3480311142831246,1.6482230257276362,-0.17436283641253425,0.8380530537872912,0.805731754149799,41.28302281168565,0,Female,One year,Fiber optic,1
-0.3244469841128701,-1.8924499338299299,1.0168308890128515,-1.545285806166573,-0.7823618309953548,39.37676798760663,24,Male,One year,Fiber optic,0
0.6555402467166833,-3.1754986519150306,-1.1485833152387388,-1.003176099933047,0.4180735031944184,81.61000944785174,12,Female,One year,Fiber optic,0
-1.5828336140368582,-4.82854881466806,1.5861141314213119,-2.7833162255770043,2.29832872528132,35.85995441337765,0,Male,One year,Fiber optic,0
0.22733643400995418,-1.4039593553520344,-0.056506124659208005,-2.4078994006086023,-0.45744192389008204,26.906114595982334,12,Female,One year,Fiber optic,0
-1.3940541001243112,0.2350516029763151,0.6397375066988947,0.8869612421499655,-0.8352963388774388,42.75309319294861,0,Male,One year,Fiber optic,1
-1.8691224907020163,-1.5636570120159288,1.520664172981186,-0.040442732550270644,1.3624047514835902,25.224234370727142,0,Female,One year,Fiber optic,0
-1.825861016745984,3.4623598418066175,0.10760343622295077,-0.2663282084431071,1.605599378086036,71.21346894597764,24,Female,Two year,Fiber optic,1
-0.6975823688282591,5.293378806520912,-0.14158441929433813,-0.35562235400849995,1.2947470953809361,93.84027918446492,36,Male,Two year,Fiber optic,1
-4.3232403672365205,1.4009429519199519,0.04482313193228473,0.1948003128202912,5.683562482006151,62.48046309939345,12,Male,One year,Fiber optic,1
0.7979557896073586,0.4170140803994947,-0.037008094073233626,-1.1111146576355,-1.4345991502592186,20.072122895551566,12,Female,One year,Fiber optic,1
0.40916181219864,-4.236156767398072,1.195941907435307,-3.6000279982618917,2.9454518657049125,102.9461380674308,12,Male,One year,Fiber optic,0
-4.469551819073814,1.056883097219503,-1.571489187576273,-0.8624713911330648,6.68819178288496,58.49817119161975,12,Female,Two year,Fiber optic,1
-1.7472946484323897,-1.9342238718129505,0.14601060977572683,-0.2325253080755958,1.481074623383789,26.587280940249983,24,Female,Two year,Fiber optic,0
-0.13980152412359037,-0.11140301481684323,-0.07790804633131841,-0.8450770022697074,0.252454514112906,42.07923456523942,24,Male,Two year,Fiber optic,1
-1.521155620499528,-0.09209879823214795,0.722776773932773,1.807162398817514,-0.9522899811645238,43.18204022463766,0,Male,One year,Fiber optic,1
-1.1135194666705954,-0.6111088009931125,0.14411636277968193,1.9002335708043825,-0.027325636615677606,33.5567398767902,0,Male,One year,Fiber optic,1
-2.01142746066685,0.3404208215452298,1.228572082061997,-1.4358729838164028,-0.09524751886832374,28.42534009743826,24,Male,One year,DSL,0
-1.5605195236580052,-3.2877025135965723,0.6819932992541455,3.7499928629691652,-1.7378886973831196,22.789141556442477,0,Male,Month-to-month,Fiber optic,0
-2.6750482903305395,2.3426609782485945,1.293989213291668,2.206903577173017,-2.362559951324583,37.817964919944984,12,Female,Month-to-month,DSL,0
4.0823767572598175,-0.1022589553232669,0.26151859672583017,-3.0235991568848077,-4.624221355647931,32.46732363642996,24,Female,One year,Fiber optic,1
-3.637726644783401,-2.079087425312468,0.527568116112033,-1.7323262098514882,2.898976352755042,46.948600636284596,12,Male,One year,DSL,0
2.7324493224877875,0.6344488193927975,-0.6298862375727151,-2.684209463358866,-2.417369338805067,21.988027694316433,24,Male,One year,Fiber optic,1
-1.4333934606921555,-0.39860081989303864,1.1030832782933673,0.017601434085531054,2.52611432625895,42.182990323014295,0,Female,One year,Fiber optic,1
-1.650335866466957,0.05310907582568636,0.9343117376707711,0.30768887547168733,0.9749526085417214,57.19736576837577,24,Female,One year,Fiber optic,1
-0.14325856880889765,-3.693612350064324,-0.40446228792410366,-3.957292945638151,2.423707967001483,51.91533515633023,0,Female,One year,Fiber optic,0
0.7020520391205756,-0.9482792523246677,-0.058607075782472,0.5076272468683014,-1.2722685899258348,36.92882894996844,12,Female,One year,Fiber optic,0
0.019188267519080204,0.2728383451461469,-1.4786735963102973,-0.17316178522027292,-0.29707771713488496,29.324092437448964,0,Female,One year,Fiber optic,0
-0.6494223570370391,-0.43440202341190925,0.47900262409198874,2.242331726983218,-1.722190206115046,66.20133358707008,0,Female,One year,Fiber optic,0
-0.5528890381465277,0.31782283333264394,0.17536524065533415,1.1475013493693385,0.5865904457344986,33.485582991086616,0,Male,One year,Fiber optic,1
-0.37237407273415235,-1.775974334336762,-0.14996629117086105,-3.3025373201774717,2.1888645934898268,78.37590301919596,24,Female,One year,Fiber optic,0
-0.30186788938461073,-0.9997084419138537,1.5401078237440315,1.4546252956165555,-0.4839859457455102,23.38641173139244,0,Male,One year,Fiber optic,0
0.07195020325489954,4.022515705677752,1.685064345333184,1.7768276237499294,-1.0334113404665852,99.07378710776622,24,Female,One year,Fiber optic,1
-0.010919216960132205,-1.5736947546296924,1.5092400198275007,2.2628768080596213,-5.102128115078089,102.82172592019765,12,Male,One year,Fiber optic,0
-1.1355077445474477,-0.9320555447752277,1.9435840873775632,0.6247470491007023,-0.3972323207780092,59.76600053490438,24,Male,One year,Fiber optic,1
-0.8154244577992908,-1.2900461614157297,-0.8446772632932499,1.2961896476444354,-1.8381781329297884,54.93268416506757,0,Male,One year,Fiber optic,0
